Name,Type,Total,Within,Sewer,Septic,Othersys,Withslab,Withoutslab,NSopen,NShuman,NSanimal,Without,Public,Open
District - Dhanbad,Total,"499,179","198,464","22,032","162,281","5,387","4,686","1,568",836,688,986,"300,715","6,745","293,970"
District - Dhanbad,Rural,"207,157","25,325","1,637","21,391",895,644,198,134,258,168,"181,832","1,242","180,590"
District - Dhanbad,Urban,"292,022","173,139","20,395","140,890","4,492","4,042","1,370",702,430,818,"118,883","5,503","113,380"
District - Bokaro,Total,"391,438","130,956","48,908","73,835","3,602","2,647",747,754,39,424,"260,482","3,693","256,789"
District - Bokaro,Rural,"204,021","13,525",780,"10,392","1,347",743,106,90,0,67,"190,496","1,866","188,630"
District - Bokaro,Urban,"187,417","117,431","48,128","63,443","2,255","1,904",641,664,39,357,"69,986","1,827","68,159"
District - Lohardaga,Total,"91,302","13,613",517,"10,576",918,"1,272",251,33,0,46,"77,689",499,"77,190"
District - Lohardaga,Rural,"80,295","5,849",372,"3,486",740,954,228,29,0,40,"74,446",238,"74,208"
District - Lohardaga,Urban,"11,007","7,764",145,"7,090",178,318,23,4,0,6,"3,243",261,"2,982"
District - Purbi Singhbhum,Total,"469,702","234,485","83,972","130,982","5,774","9,082","2,406","1,915",38,316,"235,217","7,051","228,166"
District - Purbi Singhbhum,Rural,"215,676","29,437","2,038","15,835","2,675","6,982","1,719",93,23,72,"186,239",851,"185,388"
District - Purbi Singhbhum,Urban,"254,026","205,048","81,934","115,147","3,099","2,100",687,"1,822",15,244,"48,978","6,200","42,778"
District - Palamu,Total,"355,515","46,445","3,446","34,261","3,899","2,853",842,575,164,405,"309,070","1,580","307,490"
District - Palamu,Rural,"316,135","23,502","1,881","14,710","3,286","2,047",623,469,152,334,"292,633",866,"291,767"
District - Palamu,Urban,"39,380","22,943","1,565","19,551",613,806,219,106,12,71,"16,437",714,"15,723"
District - Latehar,Total,"132,685","14,317",650,"9,411","1,055","2,280",587,207,12,115,"118,368",474,"117,894"
District - Latehar,Rural,"122,902","8,858",412,"4,755",924,"1,887",563,195,12,110,"114,044",340,"113,704"
District - Latehar,Urban,"9,783","5,459",238,"4,656",131,393,24,12,0,5,"4,324",134,"4,190"
District - Hazaribagh,Total,"301,227","59,041","3,049","49,706","1,982","2,770",571,535,119,309,"242,186","2,245","239,941"
District - Hazaribagh,Rural,"252,871","23,515","1,169","18,243","1,456","1,608",359,313,78,289,"229,356","1,481","227,875"
District - Hazaribagh,Urban,"48,356","35,526","1,880","31,463",526,"1,162",212,222,41,20,"12,830",764,"12,066"
District - Ramgarh,Total,"177,197","58,313","8,851","46,521","1,201","1,078",337,258,0,67,"118,884","2,275","116,609"
District - Ramgarh,Rural,"97,889","10,752",763,"8,779",596,348,168,69,0,29,"87,137","1,024","86,113"
District - Ramgarh,Urban,"79,308","47,561","8,088","37,742",605,730,169,189,0,38,"31,747","1,251","30,496"
District - Dumka,Total,"272,925","26,873","1,332","17,149","2,767","3,668","1,419",218,72,248,"246,052","2,127","243,925"
District - Dumka,Rural,"255,926","15,965",748,"8,245","2,282","2,869","1,316",208,59,238,"239,961","1,925","238,036"
District - Dumka,Urban,"16,999","10,908",584,"8,904",485,799,103,10,13,10,"6,091",202,"5,889"
District - Jamtara,Total,"150,103","14,710",484,"12,125",650,919,397,100,0,35,"135,393",872,"134,521"
District - Jamtara,Rural,"135,540","5,964",192,"3,911",555,812,372,96,0,26,"129,576",714,"128,862"
District - Jamtara,Urban,"14,563","8,746",292,"8,214",95,107,25,4,0,9,"5,817",158,"5,659"
District - Ranchi,Total,"556,789","227,932","32,010","172,750","8,149","8,707","2,836","1,599",314,"1,567","328,857","10,712","318,145"
District - Ranchi,Rural,"322,679","42,680","3,254","25,873","4,615","5,906","1,881",408,158,585,"279,999","4,626","275,373"
District - Ranchi,Urban,"234,110","185,252","28,756","146,877","3,534","2,801",955,"1,191",156,982,"48,858","6,086","42,772"
District - Khunti,Total,"102,654","8,580",458,"6,839",629,405,131,90,0,28,"94,074",825,"93,249"
District - Khunti,Rural,"93,762","3,789",236,"2,553",503,289,97,83,0,28,"89,973",728,"89,245"
District - Khunti,Urban,"8,892","4,791",222,"4,286",126,116,34,7,0,0,"4,101",97,"4,004"
District - Gumla,Total,"188,849","19,545","1,088","13,111","2,116","1,768","1,211",133,32,86,"169,304","1,659","167,645"
District - Gumla,Rural,"176,770","11,274",705,"6,085","1,721","1,448","1,097",113,32,73,"165,496","1,504","163,992"
District - Gumla,Urban,"12,079","8,271",383,"7,026",395,320,114,20,0,13,"3,808",155,"3,653"
District - Simdega,Total,"116,606","9,547",521,"7,002",838,788,299,85,0,14,"107,059",772,"106,287"
District - Simdega,Rural,"108,683","5,313",303,"3,325",704,639,266,63,0,13,"103,370",546,"102,824"
District - Simdega,Urban,"7,923","4,234",218,"3,677",134,149,33,22,0,1,"3,689",226,"3,463"
District - Pashchimi Singhbhum,Total,"299,883","35,357","5,653","25,028","1,686","1,793",745,247,74,131,"264,526","2,908","261,618"
District - Pashchimi Singhbhum,Rural,"256,019","9,501",686,"5,370","1,109","1,358",631,210,54,83,"246,518","1,763","244,755"
District - Pashchimi Singhbhum,Urban,"43,864","25,856","4,967","19,658",577,435,114,37,20,48,"18,008","1,145","16,863"
District - Saraikela-kharsawan,Total,"217,994","44,330","6,525","33,491","1,796","1,491",513,214,70,230,"173,664","2,063","171,601"
District - Saraikela-kharsawan,Rural,"165,883","10,697",839,"7,469",983,886,313,137,32,38,"155,186","1,405","153,781"
District - Saraikela-kharsawan,Urban,"52,111","33,633","5,686","26,022",813,605,200,77,38,192,"18,478",658,"17,820"
STATE - KARNATAKA,Total,"13,179,911","6,749,396","2,994,610","1,711,701","155,429","1,745,410","43,709","61,802","7,740","28,995","6,430,515","504,217","5,926,298"
STATE - KARNATAKA,Rural,"7,864,196","2,234,534","160,870","805,618","90,803","1,127,230","25,245","9,328","2,052","13,388","5,629,662","272,968","5,356,694"
STATE - KARNATAKA,Urban,"5,315,715","4,514,862","2,833,740","906,083","64,626","618,180","18,464","52,474","5,688","15,607","800,853","231,249","569,604"
District - Belgaum,Total,"963,825","316,225","94,312","186,213","17,946","10,257","2,355","2,521",343,"2,278","647,600","74,989","572,611"
District - Belgaum,Rural,"708,069","131,009","11,322","93,036","14,149","8,242","1,510",958,204,"1,588","577,060","42,997","534,063"
District - Belgaum,Urban,"255,756","185,216","82,990","93,177","3,797","2,015",845,"1,563",139,690,"70,540","31,992","38,548"
District - Bagalkot,Total,"355,377","66,813","25,744","32,981","3,376","3,021",228,398,167,898,"288,564","35,618","252,946"
District - Bagalkot,Rural,"238,746","17,187","2,059","10,188","2,209","1,935",175,145,116,360,"221,559","16,411","205,148"
District - Bagalkot,Urban,"116,631","49,626","23,685","22,793","1,167","1,086",53,253,51,538,"67,005","19,207","47,798"
District - Bijapur,Total,"405,076","73,300","42,428","22,692","4,381","2,069",271,349,109,"1,001","331,776","34,408","297,368"
District - Bijapur,Rural,"307,984","15,516","1,600","8,911","2,738","1,562",105,144,0,456,"292,468","25,000","267,468"
District - Bijapur,Urban,"97,092","57,784","40,828","13,781","1,643",507,166,205,109,545,"39,308","9,408","29,900"
District - Bidar,Total,"313,521","72,805","14,850","39,838","7,176","4,229","1,260","4,286",21,"1,145","240,716","9,605","231,111"
District - Bidar,Rural,"237,380","20,983","2,952","10,723","3,877","2,083",567,352,0,429,"216,397","7,033","209,364"
District - Bidar,Urban,"76,141","51,822","11,898","29,115","3,299","2,146",693,"3,934",21,716,"24,319","2,572","21,747"
District - Raichur,Total,"359,337","74,326","25,407","33,573","4,709","6,285",790,"2,519",95,948,"285,011","30,573","254,438"
District - Raichur,Rural,"264,274","26,397","3,485","13,363","3,235","5,134",449,262,32,437,"237,877","17,951","219,926"
District - Raichur,Urban,"95,063","47,929","21,922","20,210","1,474","1,151",341,"2,257",63,511,"47,134","12,622","34,512"
District - Koppal,Total,"259,396","47,931","5,491","31,944","2,017","7,715",269,215,0,280,"211,465","35,878","175,587"
District - Koppal,Rural,"213,217","25,565","2,814","14,105","1,658","6,465",167,117,0,239,"187,652","25,448","162,204"
District - Koppal,Urban,"46,179","22,366","2,677","17,839",359,"1,250",102,98,0,41,"23,813","10,430","13,383"
District - Gadag,Total,"215,602","45,668","10,544","26,948","2,903","3,221","1,101",477,0,474,"169,934","21,389","148,545"
District - Gadag,Rural,"137,799","12,732","2,687","6,107","1,551","1,727",242,137,0,281,"125,067","7,801","117,266"
District - Gadag,Urban,"77,803","32,936","7,857","20,841","1,352","1,494",859,340,0,193,"44,867","13,588","31,279"
District - Dharwad,Total,"372,054","212,091","137,804","55,403","4,680","10,653","2,033",734,173,611,"159,963","13,024","146,939"
District - Dharwad,Rural,"157,960","36,449","2,306","22,477","2,175","7,517","1,565",185,98,126,"121,511","2,408","119,103"
District - Dharwad,Urban,"214,094","175,642","135,498","32,926","2,505","3,136",468,549,75,485,"38,452","10,616","27,836"
District - Uttara Kannada,Total,"319,912","189,843","15,494","130,523","7,570","34,174","1,361",345,0,376,"130,069","7,346","122,723"
District - Uttara Kannada,Rural,"226,803","114,752","5,748","73,188","5,317","28,935","1,128",149,0,287,"112,051","2,561","109,490"
District - Uttara Kannada,Urban,"93,109","75,091","9,746","57,335","2,253","5,239",233,196,0,89,"18,018","4,785","13,233"
District - Haveri,Total,"325,456","121,420","14,623","60,653","4,546","35,458","4,403",796,229,712,"204,036","8,814","195,222"
District - Haveri,Rural,"254,181","71,774","3,960","31,317","3,490","30,113","1,981",299,218,396,"182,407","4,430","177,977"
District - Haveri,Urban,"71,275","49,646","10,663","29,336","1,056","5,345","2,422",497,11,316,"21,629","4,384","17,245"
District - Bellary,Total,"481,704","156,110","84,313","25,567","4,135","37,368",904,"2,227",11,"1,585","325,594","53,650","271,944"
District - Bellary,Rural,"291,383","35,296","4,020","7,118","1,955","20,852",477,311,11,552,"256,087","29,564","226,523"
District - Bellary,Urban,"190,321","120,814","80,293","18,449","2,180","16,516",427,"1,916",0,"1,033","69,507","24,086","45,421"
District - Chitradurga,Total,"354,143","107,142","23,137","12,094","2,850","62,615",951,"3,822",123,"1,550","247,001","8,573","238,428"
District - Chitradurga,Rural,"282,019","53,839","4,436","7,947","2,260","36,834",572,747,25,"1,018","228,180","6,570","221,610"
District - Chitradurga,Urban,"72,124","53,303","18,701","4,147",590,"25,781",379,"3,075",98,532,"18,821","2,003","16,818"
District - Davanagere,Total,"404,840","188,046","84,558","17,049","3,885","76,409",748,"3,557",101,"1,739","216,794","11,669","205,125"
District - Davanagere,Rural,"272,929","81,363","5,545","7,578","2,686","64,109",523,376,69,477,"191,566","5,226","186,340"
District - Davanagere,Urban,"131,911","106,683","79,013","9,471","1,199","12,300",225,"3,181",32,"1,262","25,228","6,443","18,785"
District - Shimoga,Total,"402,139","286,129","51,269","48,446","5,148","175,434","3,609","1,605",129,489,"116,010","8,178","107,832"
District - Shimoga,Rural,"257,060","158,828","5,726","16,163","2,876","129,943","3,055",514,129,422,"98,232","2,657","95,575"
District - Shimoga,Urban,"145,079","127,301","45,543","32,283","2,272","45,491",554,"1,091",0,67,"17,778","5,521","12,257"
District - Udupi,Total,"246,313","214,808","8,371","174,881","1,675","29,540",94,99,0,148,"31,505","1,300","30,205"
District - Udupi,Rural,"174,548","145,909","2,556","120,301","1,098","21,683",74,76,0,121,"28,639",739,"27,900"
District - Udupi,Urban,"71,765","68,899","5,815","54,580",577,"7,857",20,23,0,27,"2,866",561,"2,305"
District - Chikmagalur,Total,"272,173","167,369","16,684","26,890","2,676","119,393",720,458,119,429,"104,804","2,870","101,934"
District - Chikmagalur,Rural,"215,334","116,556","4,053","17,601","2,283","91,508",610,124,119,258,"98,778","2,256","96,522"
District - Chikmagalur,Urban,"56,839","50,813","12,631","9,289",393,"27,885",110,334,0,171,"6,026",614,"5,412"
District - Tumkur,Total,"636,394","206,821","45,563","38,787","7,078","108,261","1,630","3,805",325,"1,372","429,573","9,165","420,408"
District - Tumkur,Rural,"495,885","90,868","4,975","16,519","4,407","62,436",973,682,145,731,"405,017","6,187","398,830"
District - Tumkur,Urban,"140,509","115,953","40,588","22,268","2,671","45,825",657,"3,123",180,641,"24,556","2,978","21,578"
District - Bangalore,Total,"2,377,056","2,254,599","1,715,904","169,046","21,745","325,175","5,581","8,096","3,776","5,276","122,457","37,061","85,396"
District - Bangalore,Rural,"207,628","155,366","27,377","31,954","3,432","90,228","1,181",410,317,467,"52,262","3,799","48,463"
District - Bangalore,Urban,"2,169,428","2,099,233","1,688,527","137,092","18,313","234,947","4,400","7,686","3,459","4,809","70,195","33,262","36,933"
District - Mandya,Total,"426,578","159,818","43,943","17,601","4,053","90,783","1,167","1,460",167,644,"266,760","5,637","261,123"
District - Mandya,Rural,"354,049","97,526","6,742","12,228","2,424","74,264",966,265,96,541,"256,523","3,814","252,709"
District - Mandya,Urban,"72,529","62,292","37,201","5,373","1,629","16,519",201,"1,195",71,103,"10,237","1,823","8,414"
District - Hassan,Total,"429,292","171,212","50,705","20,140","4,148","94,051","1,005",613,108,442,"258,080","8,327","249,753"
District - Hassan,Rural,"339,911","90,891","4,066","11,822","3,060","70,209",914,397,0,423,"249,020","7,050","241,970"
District - Hassan,Urban,"89,381","80,321","46,639","8,318","1,088","23,842",91,216,108,19,"9,060","1,277","7,783"
District - Dakshina Kannada,Total,"425,291","394,069","52,741","248,191","2,859","89,557",353,87,12,269,"31,222","1,888","29,334"
District - Dakshina Kannada,Rural,"220,806","194,578","7,124","116,948","1,850","68,101",264,50,12,229,"26,228",869,"25,359"
District - Dakshina Kannada,Urban,"204,485","199,491","45,617","131,243","1,009","21,456",89,37,0,40,"4,994","1,019","3,975"
District - Kodagu,Total,"138,303","112,626","9,580","80,464","2,549","18,482","1,322",94,46,89,"25,677","1,411","24,266"
District - Kodagu,Rural,"118,509","93,421","7,807","64,544","2,389","17,205","1,277",65,46,88,"25,088","1,187","23,901"
District - Kodagu,Urban,"19,794","19,205","1,773","15,920",160,"1,277",45,29,0,1,589,224,365
District - Mysore,Total,"688,422","378,503","240,414","18,470","5,658","107,667","2,456","2,717",19,"1,102","309,919","9,177","300,742"
District - Mysore,Rural,"401,655","108,475","9,591","12,431","4,086","79,149","1,631",698,19,870,"293,180","5,539","287,641"
District - Mysore,Urban,"286,767","270,028","230,823","6,039","1,572","28,518",825,"2,019",0,232,"16,739","3,638","13,101"
District - Chamrajnagar,Total,"244,198","57,295","10,150","9,061","2,830","31,653","1,012","1,974",16,599,"186,903","4,937","181,966"
District - Chamrajnagar,Rural,"203,748","31,279","2,593","6,034","1,407","20,036",577,187,0,445,"172,469","3,386","169,083"
District - Chamrajnagar,Urban,"40,450","26,016","7,557","3,027","1,423","11,617",435,"1,787",16,154,"14,434","1,551","12,883"
District - Gulbarga,Total,"465,245","118,792","60,489","43,657","5,457","2,031","1,489","3,687",32,"1,950","346,453","25,426","321,027"
District - Gulbarga,Rural,"311,531","13,911","2,382","7,846","1,812",911,165,347,0,448,"297,620","16,423","281,197"
District - Gulbarga,Urban,"153,714","104,881","58,107","35,811","3,645","1,120","1,324","3,340",32,"1,502","48,833","9,003","39,830"
District - Yadgir,Total,"200,424","22,523","3,795","14,857","1,424",865,290,"1,061",0,231,"177,901","14,395","163,506"
District - Yadgir,Rural,"161,665","6,938","1,187","4,212",690,510,134,109,0,96,"154,727","10,239","144,488"
District - Yadgir,Urban,"38,759","15,585","2,608","10,645",734,355,156,952,0,135,"23,174","4,156","19,018"
District - Kolar,Total,"330,990","141,675","39,187","38,394","6,781","50,894","1,653","3,268",543,955,"189,315","14,285","175,030"
District - Kolar,Rural,"226,245","57,664","6,218","14,834","4,231","30,799",688,380,56,458,"168,581","4,156","164,425"
District - Kolar,Urban,"104,745","84,011","32,969","23,560","2,550","20,095",965,"2,888",487,497,"20,734","10,129","10,605"
District - Chikkaballapura,Total,"282,311","102,957","25,436","26,217","4,368","42,697","1,871","1,322",249,797,"179,354","7,052","172,302"
District - Chikkaballapura,Rural,"220,309","50,677","4,667","12,574","2,789","28,410","1,137",314,38,748,"169,632","5,957","163,675"
District - Chikkaballapura,Urban,"62,002","52,280","20,769","13,643","1,579","14,287",734,"1,008",211,49,"9,722","1,095","8,627"
District - Bangalore Rural,Total,"224,745","179,589","15,857","47,463","4,035","104,596","1,766","5,022",528,322,"45,156","2,979","42,177"
District - Bangalore Rural,Rural,"162,398","122,643","7,058","25,836","3,020","84,850","1,334",120,302,123,"39,755","1,528","38,227"
District - Bangalore Rural,Urban,"62,347","56,946","8,799","21,627","1,015","19,746",432,"4,902",226,199,"5,401","1,451","3,950"
District - Ramanagara,Total,"259,794","108,891","25,817","13,658","2,771","60,857","1,017","4,188",299,284,"150,903","4,593","146,310"
District - Ramanagara,Rural,"200,171","56,142","3,814","7,713","1,649","41,480",804,408,0,274,"144,029","3,782","140,247"
District - Ramanagara,Urban,"59,623","52,749","22,003","5,945","1,122","19,377",213,"3,780",299,10,"6,874",811,"6,063"
STATE - KERALA,Total,"7,716,370","7,345,977","922,284","3,881,348","342,003","2,126,646","56,920","12,052","3,011","1,713","370,393","80,669","289,724"
STATE - KERALA,Rural,"4,095,674","3,818,327","403,651","1,828,639","187,229","1,350,264","41,369","4,506","1,358","1,311","277,347","48,244","229,103"
